severity,ErrorID,Description
6,611323,VPNClient: Duplicate split nw entry
5,612001,Auto Update succeeded:filename , version:number
4,612002,Auto Update failed:filename , version:number , reason:reason
4,612003,Auto Update failed to contact:url , reason:reason
6,613001,Checksum Failure in database in area string Link State Id IP_address Old Checksum number New Checksum number
6,613002,interface interface_name has zero bandwidth
6,613003,IP_address netmask changed from area string to area string
3,613004,Internal error: memory allocation failure
3,613005,Flagged as being an ABR without a backbone area
3,613006,Reached unknown state in neighbor state machine
3,613007,area string lsid IP_address mask netmask type number
3,613008,if inside if_state number
3,613011,OSPF process number is changing router-id. Reconfigure virtual link neighbors with our new router-id
3,613013,OSPF LSID IP_address adv IP_address type number gateway IP_address metric number forwarding addr route IP_address/mask type number has no corresponding LSA
6,613014,Base topology enabled on interface string attached to MTR compatible mode area string
4,613015,Process 1 flushes LSA ID IP_address type-number adv-rtr IP_address in area mask
3,613016,Area string router-LSA of length number bytes plus update overhead bytes is too large to flood.
4,613017,Bad LSA mask: Type number, LSID IP_address Mask mask from IP_address
4,613018,Maximum number of non self-generated LSA has been exceeded “OSPF number” - number LSAs
4,613019,Threshold for maximum number of non self-generated LSA has been reached "OSPF number" - number LSAs
4,613021,Packet not written to the output queue
4,613022,Doubly linked list linkage is NULL
4,613023,Doubly linked list prev linkage is NULL number
4,613024,Unrecognized timer number in OSPF string
4,613025,Invalid build flag number for LSA IP_address, type number
4,613026,Can not allocate memory for area structure
6,613027,OSPF process number removed from interface interface_name
6,613028,Unrecognized virtual interface intetface_name. Treat it as loopback stub route
3,613029,Router-ID IP_address is in use by ospf process number
4,613030,Router is currently an ASBR while having only one area which is a stub area
4,613031,No IP address for interface inside
3,613032,Init failed for interface inside, area is being deleted. Try again.
3,613033,Interface inside is attached to more than one area
3,613034,Neighbor IP_address not configured
3,613035,Could not allocate or find neighbor IP_address
4,613036,Can not use configured neighbor: cost and database-filter options are allowed only for a point-to-multipoint network
4,613037,Can not use configured neighbor: poll and priority options are allowed only for a NBMA network
4,613038,Can not use configured neighbor: cost or database-filter option is required for point-to-multipoint broadcast network
4,613039,Can not use configured neighbor: neighbor command is allowed only on NBMA and point-to-multipoint networks
4,613040,OSPF-1 Area string: Router IP_address originating invalid type number LSA, ID IP_address, Metric number on Link ID IP_address Link Type number
6,613041,OSPF-100 Areav string: LSA ID IP_address, Type number, Adv-rtr IP_address, LSA counter DoNotAge
4,613042,OSPF process number lacks forwarding address for type 7 LSA IP_address in NSSA string - P-bit cleared
6,613043,
6,613101,Checksum Failure in database in area s Link State Id i Old Checksum #x New Checksum #x
6,613102,interface s has zero bandwidth
6,613103,i m changed from area AREA_ID_STR to area AREA_ID_STR
6,613104,Unrecognized virtual interface IF_NAME .
6,614001,Split DNS: request patched from server: IP_address to server: IP_address
6,614002,Split DNS: reply from server:IP_address reverse patched back to original server:IP_address
6,615001,vlan number not available for firewall interface
6,615002,vlan number available for firewall interface
6,616001,Pre-allocate MGCP data_channel connection for inside_interface :inside_address to outside_interface :outside_address /port from message_type message
6,617001,GTPv version msg_type from source_interface :source_address /source_port not accepted by source_interface :dest_address /dest_port
6,617002,Removing v1 PDP Context with TID tid from GGSN IP_address and SGSN IP_address , Reason: reason or Removing v1 primary |secondary PDP Context with TID tid from GGSN IP_address and SGSN IP_address , Reason: reason
6,617003,GTP Tunnel created from source_interface :source_address /source_port to source_interface :dest_address /dest_port
6,617004,GTP connection created for response from source_interface :source_address /0 to source_interface :dest_address /dest_port
6,617100,Teardown num_conns connection(s) for user user_ip
6,618001,Denied STUN packet <msg_type> from <ingress_ifc>:<source_addr>/<source_port> to <egress_ifc>:<destination_addr>/<destination_port> for connection <conn_id>, <drop_reason>
6,620001,Pre-allocate CTIQBE {RTP | RTCP} secondary channel for interface_name :outside_address [/outside_port ] to interface_name :inside_address [/inside_port ] from CTIQBE_message_name message
4,620002,Unsupported CTIQBE version: hex: from interface_name :IP_address /port to interface_name :IP_address /port
6,621001,Interface interface_name does not support multicast, not enabled
6,621002,Interface interface_name does not support multicast, not enabled
6,621003,The event queue size has exceeded number
6,621006,Mrib disconnected, (IP_address ,IP_address ) event cancelled
6,621007,Bad register from interface_name :IP_address to IP_address for (IP_address , IP_address )
6,622001,string tracked route network mask address , distance number , table string , on interface interface-name
6,622101,Starting regex table compilation for match_command ; table entries = regex_num entries
6,622102,Completed regex table compilation for match_command ; table size = num bytes7,701001,alloc_user() out of Tcp_user objects
7,701002,alloc_user() out of Tcp_proxy objects
3,702305,IPSEC: An direction tunnel_type SA (SPI=spi ) between local_IP and remote_IP (username ) is rekeying due to sequence number rollover.
7,702307,IPSEC: An direction tunnel_type SA (SPI=spi ) between local_IP and remote_IP (username ) is rekeying due to data rollover.
7,703001,H.225 message received from interface_name :IP_address /port to interface_name :IP_address /port is using an unsupported version number
7,703002,Received H.225 Release Complete with newConnectionNeeded for interface_name :IP_address to interface_name :IP_address /port
7,703008,Allowing early-message: %s before SETUP from %s:%Q/%d to %s:%Q/%d
7,709001,FO replication failed: cmd=command returned=code
1,709003,(Primary) Beginning configuration replication: Sending to mate.
1,709004,(Primary) End Configuration Replication (ACT)
1,709005,(Primary) Beginning configuration replication: Receiving from mate.
1,709006,(Primary) End Configuration Replication (STB)
2,709007,Configuration replication failed for command
4,709008,(Primary | Secondary) Configuration sync in progress. Command: ‘command ’ executed from (terminal/http) will not be replicated to or executed by the standby unit.
7,710001,TCP access requested from source_address /source_port to interface_name :dest_address /service
7,710002,{TCP|UDP} access permitted from source_address /source_port to interface_name :dest_address /service
3,710003,{TCP|UDP} access denied by ACL from source_IP/source_port to interface_name :dest_IP/service
7,710004,TCP connection limit exceeded from Src_ip /Src_port to In_name :Dest_ip /Dest_port (current connections/connection limit = Curr_conn/Conn_lmt)
7,710005,{TCP|UDP|SCTP} request discarded from source_address /source_port to interface_name :dest_address /service
7,710006,protocol request discarded from source_address to interface_name :dest_address
7,710007,NAT-T keepalive received from 86.1.161.1/1028 to outside:86:1.129.1/4500
7,711001,debug_trace_msg
4,711002,Task ran for elapsed_time msecs, process = process_name , PC = PC Tracebeback = traceback
7,711003,Unknown/Invalid interface identifier(vpifnum ) detected.
4,711004,Task ran for msec msec, Process = process_name , PC = pc , Call stack = call stack
5,711005,Traceback: call_stack
7,711006,CPU profiling has started for n-samples samples. Reason: reason-string .
3,713004,device scheduled for reboot or shutdown, IKE key acquire message on interface interface num , for Peer IP_address ignored
5,713201,Duplicate Phase Phase packet detected. Action
6,713202,Duplicate IP_addr packet detected.
5,713006,Failed to obtain state for message Id message_number , Peer Address: IP_address
3,713008,Key ID in ID payload too big for pre-shared IKE tunnel
3,713009,OU in DN in ID payload too big for Certs IKE tunnel
5,713010,IKE area: failed to find centry for message Id message_number
3,713012,Unknown protocol (protocol ). Not adding SA w/spi=SPI value
3,713014,Unknown Domain of Interpretation (DOI): DOI value
3,713016,Unknown identification type, Phase 1 or 2, Type ID_Type
3,713017,Identification type not supported, Phase 1 or 2, Type ID_Type
3,713018,Unknown ID type during find of group name for certs, Type ID_Type
3,713020,No Group found by matching OU(s) from ID payload: OU_value
3,713022,No Group found matching peer_ID or IP_address for Pre-shared key peer IP_address
7,713024,Group group IP ip Received local Proxy Host data in ID Payload: Address IP_address , Protocol protocol , Port port
7,713025,Received remote Proxy Host data in ID Payload: Address IP_address , Protocol protocol , Port port
7,713028,Received local Proxy Range data in ID Payload: Addresses IP_address - IP_address , Protocol protocol , Port port
7,713029,Received remote Proxy Range data in ID Payload: Addresses IP_address - IP_address , Protocol protocol , Port port
3,713032,Received invalid local Proxy Range IP_address - IP_address
3,713033,Received invalid remote Proxy Range IP_address - IP_address
7,713034,Received local IP Proxy Subnet data in ID Payload: Address IP_address , Mask netmask , Protocol protocol , Port port
7,713035,Group group IP ip Received remote IP Proxy Subnet data in ID Payload: Address IP_address , Mask netmask , Protocol protocol , Port port
7,713039,Send failure: Bytes (number ), Peer: IP_address
7,713040,Could not find connection entry and can not encrypt: msgid message_number
5,713041,IKE Initiator: new or rekey Phase 1 or 2, Intf interface_number , IKE Peer IP_address local Proxy Address IP_address , remote Proxy Address IP_address , Crypto map (crypto map tag )
3,713042,IKE Initiator unable to find policy: Intf interface_number , Src: source_address , Dst: dest_address
3,713043,Cookie/peer address IP_address session already in progress
3,713048,Error processing payload: Payload ID: id
5,713049,Security negotiation complete for tunnel_type type (group_name ) Initiator /Responder , Inbound SPI = SPI , Outbound SPI = SPI
5,713050,Connection terminated for peer IP_address . Reason: termination reason Remote Proxy IP_address , Local Proxy IP_address
7,713052,User (user ) authenticated.
3,713056,Tunnel rejected: SA (SA_name ) not found for group (group_name )!
3,713060,Tunnel Rejected: User (user ) not member of group (group_name ), group-lock check failed.
3,713061,Tunnel rejected: Crypto Map Policy not found for Src:source_address , Dst: dest_address !
3,713062,IKE Peer address same as our interface address IP_address
3,713063,IKE Peer address not configured for destination IP_address
3,713065,IKE Remote Peer did not negotiate the following: proposal attribute
7,713066,IKE Remote Peer configured for SA: SA_name
5,713068,Received non-routine Notify message: notify_type (notify_value)
3,713072,Password for user (user ) too long, truncating to number characters
5,713073,Responder forcing change of Phase 1 /Phase 2 rekeying duration from larger_value to smaller_value seconds
5,713074,Responder forcing change of IPsec rekeying duration from larger_value to smaller_value Kbs
5,713075,Overriding Initiator's IPsec rekeying duration from larger_value to smaller_value seconds
5,713076,Overriding Initiator's IPsec rekeying duration from larger_value to smaller_value Kbs
2,713078,Temp buffer for building mode config attributes exceeded: bufsize available_size , used value
3,713081,Unsupported certificate encoding type encoding_type
3,713082,Failed to retrieve identity certificate
3,713083,Invalid certificate handle
3,713084,Received invalid phase 1 port value (port ) in ID payload
3,713085,Received invalid phase 1 protocol (protocol ) in ID payload
3,713086,Received unexpected Certificate payload Possible invalid Auth Method (Auth method (auth numerical value))
3,713088,Set Cert filehandle failure: no IPsec SA in group group_name
5,713092,Failure during phase 1 rekeying attempt due to collision
7,713094,Cert validation failure: handle invalid for Main /Aggressive Mode Initiator /Responder !
3,713098,Aborting: No identity cert specified in IPsec SA (SA_name )!
7,713099,Tunnel Rejected: Received NONCE length number is out of range!
3,713102,Phase 1 ID Data length number too long - reject tunnel!
7,713103,Invalid (NULL) secret key detected while computing hash
7,713104,Attempt to get Phase 1 ID data failed while hash computation
3,713105,Zero length data in ID payload received during phase 1 or 2 processing
3,713107,IP_Address request attempt failed!
3,713109,Unable to process the received peer certificate
3,713112,Failed to process CONNECTED notify (SPI SPI_value )!
7,713113,Deleting IKE SA with associated IPsec connection entries. IKE peer: IP_address , SA address: internal_SA_address , tunnel count: count
7,713114,Connection entry (conn entry internal address) points to IKE SA (SA_internal_address ) for peer IP_address , but cookies don't match
5,713115,Client rejected NAT enabled IPsec request, falling back to standard IPsec
7,713117,Received Invalid SPI notify (SPI SPI_Value )!
3,713118,Detected invalid Diffie-Helmann group_descriptor group_number , in IKE area
5,713119,Group group IP ip PHASE 1 COMPLETED
5,713120,PHASE 2 COMPLETED (msgid=msg_id )
7,713121,Keep-alive type for this connection: keepalive_type
3,713122,Keep-alives configured keepalive_type but peer IP_address support keep-alives (type = keepalive_type )
3,713123,IKE lost contact with remote peer, deleting connection (keepalive type: keepalive_type )
3,713124,Received DPD sequence number rcv_sequence_# in DPD Action, description expected seq #
3,713127,Xauth required but selected Proposal does not support xauth, Check priorities of ike xauth proposals in ike proposal list
6,713128,Connection attempt to VCPIP redirected to VCA peer IP_address via load balancing
3,713129,Received unexpected Transaction Exchange payload type: payload_id
5,713130,Received unsupported transaction mode attribute: attribute id
5,713131,Received unknown transaction mode attribute: attribute_id
3,713132,Cannot obtain an IP_address for remote peer
3,713133,Mismatch: Overriding phase 2 DH Group(DH group DH group_id ) with phase 1 group(DH group DH group_number
3,713134,Mismatch: P1 Authentication algorithm in the crypto map entry different from negotiated algorithm for the L2L connection
5,713135,message received, redirecting tunnel to IP_address .
5,713136,IKE session establishment timed out [IKE_state_name ], aborting!
5,713137,Reaper overriding refCnt [ref_count] and tunnelCnt [tunnel_count] -- deleting SA!
3,713138,Group group_name not found and BASE GROUP default preshared key not configured
5,713139,group_name not found, using BASE GROUP default preshared key
3,713140,Split Tunneling Policy requires network list but none configured
3,713141,Client-reported firewall does not match configured firewall: action tunnel. Received -- Vendor: vendor(id) , Product product(id) , Caps: capability_value . Expected -- Vendor: vendor(id) , Product: product(id) , Caps: capability_value
3,713142,Client did not report firewall in use, but there is a configured firewall: action tunnel. Expected -- Vendor: vendor(id) , Product product(id) , Caps: capability_value
7,713143,Processing firewall record. Vendor: vendor(id) , Product: product(id) , Caps: capability_value , Version Number: version_number , Version String: version_text
5,713144,Ignoring received malformed firewall record; reason - error_reason TLV type attribute_value correction
6,713145,Detected Hardware Client in network extension mode, adding static route for address: IP_address , mask: netmask
3,713146,Could not add route for Hardware Client in network extension mode, address: IP_address , mask: netmask
6,713147,Terminating tunnel to Hardware Client in network extension mode, deleting static route for address: IP_address , mask: netmask
5,713148,Terminating tunnel to Hardware Client in network extension mode, unable to delete static route for address: IP_address , mask: netmask
3,713149,Hardware client security attribute attribute_name was enabled but not requested.
3,713152,Unable to obtain any rules from filter ACL_tag to send to client for CPP, terminating connection.
4,713154,DNS lookup for peer_description Server [server_name ] failed!
5,713155,DNS lookup for Primary VPN Server [server_name ] successfully resolved after a previous failure. Resetting any Backup Server init.
5,713156,Initializing Backup Server [server_name or IP_address ]
4,713157,Timed out on initial contact to server [server_name or IP_address ] Tunnel could not be established.
5,713158,Client rejected NAT enabled IPsec Over UDP request, falling back to IPsec Over TCP
3,713159,TCP Connection to Firewall Server has been lost, restricted tunnels are now allowed full network access
7,713160,Remote user (session Id - id ) has been granted access by the Firewall Server
3,713161,Remote user (session Id - id ) network access has been restricted by the Firewall Server
3,713162,Remote user (session Id - id ) has been rejected by the Firewall Server
3,713163,Remote user (session Id - id ) has been terminated by the Firewall Server
7,713164,The Firewall Server has requested a list of active user sessions
3,713165,Client IKE Auth mode differs from the group's configured Auth mode
3,713166,Headend security gateway has failed our user authentication attempt - check configured username and password
3,713167,Remote peer has failed user authentication - check configured username and password
3,713168,Re-auth enabled, but tunnel must be authenticated interactively!
7,713169,IKE Received delete for rekeyed SA IKE peer: IP_address , SA address: internal_SA_address , tunnelCnt: tunnel_count
7,713170,Group group IP ip IKE Received delete for rekeyed centry IKE peer: IP_address , centry address: internal_address , msgid: id
7,713171,NAT-Traversal sending NAT-Original-Address payload
6,713172,Automatic NAT Detection Status: Remote end is |is not behind a NAT device This end is |is not behind a NAT device
3,713174,Hardware Client connection rejected! Network Extension Mode is not allowed for this group!
2,713176,Device_type memory resources are critical, IKE key acquire message on interface interface_number , for Peer IP_address ignored
6,713177,Received remote Proxy Host FQDN in ID Payload: Host Name: host_name Address IP_address , Protocol protocol , Port port
5,713178,IKE Initiator received a packet from its peer without a Responder cookie
5,713179,IKE AM Initiator received a packet from its peer without a payload_type payload
3,713182,IKE could not recognize the version of the client! IPsec Fragmentation Policy will be ignored for this connection!
6,713184,Client Type: Client_type Client Application Version: Application_version_string
3,713185,Error: Username too long - connection aborted
3,713186,Invalid secondary domain name list received from the authentication server. List Received: list_text Character index (value ) is illegal
7,713187,Tunnel Rejected: IKE peer does not match remote peer as defined in L2L policy IKE peer address: IP_address , Remote peer address: IP_address
3,713189,Attempted to assign network or broadcast IP_address , removing ( IP_address ) from pool.
7,713190,Got bad refCnt ( ref_count_value ) assigning IP_address ( IP_address )
3,713191,Maximum concurrent IKE negotiations exceeded!
3,713193,Received packet with missing payload, Expected payload: payload_id
3,713194,Sending IKE |IPsec Delete With Reason message: termination_reason
3,713195,Tunnel rejected: Originate-Only: Cannot accept incoming tunnel yet!
5,713196,Remote L2L Peer IP_address initiated a tunnel with same outer and inner addresses. Peer could be Originate Only - Possible misconfiguration!
5,713197,The configured Confidence Interval of number seconds is invalid for this tunnel_type connection. Enforcing the second default.
3,713198,User Authorization failed: user User authorization failed. Username could not be found in the certificate
5,713199,Reaper corrected an SA that has not decremented the concurrent IKE negotiations counter ( counter_value )!
3,713203,IKE Receiver: Error reading from socket.
7,713204,Adding static route for client address: IP_address
3,713205,Could not add static route for client address: IP_address
3,713206,Tunnel Rejected: Conflicting protocols specified by tunnel-group and group-policy
4,713207,Terminating connection: IKE Initiator and tunnel group specifies L2TP Over IPSec
3,713208,Cannot create dynamic rule for Backup L2L entry rule rule_id
3,713209,Cannot delete dynamic rule for Backup L2L entry rule id
3,713210,Cannot create dynamic map for Backup L2L entry rule_id
6,713211,Adding static route for L2L peer coming in on a dynamic map. address: IP_address , mask: netmask
3,713212,Could not add route for L2L peer coming in on a dynamic map. address: IP_address , mask: netmask
6,713213,Deleting static route for L2L peer that came in on a dynamic map. address: IP_address , mask: netmask
3,713214,Could not delete route for L2L peer that came in on a dynamic map. address: IP_address , mask: netmask
6,713215,No match against Client Type and Version rules. Client: type version is /is not allowed by default
5,713216,Rule: action [Client type]: version Client: type version allowed/not allowed
3,713217,Skipping unrecognized rule: action: action client type: client_type client version: client_version
3,713218,Tunnel Rejected: Client Type or Version not allowed.
6,713219,Queuing KEY-ACQUIRE messages to be processed when P1 SA is complete.
6,713220,De-queuing KEY-ACQUIRE messages that were left pending.
7,713221,Static Crypto Map check, checking map = crypto_map_tag , seq = seq_number...
7,713222,Group group Username username IP ip Static Crypto Map check, map = crypto_map_tag , seq = seq_number , ACL does not match proxy IDs src:source_address dst:dest_address
7,713223,Static Crypto Map check, map = crypto_map_tag , seq = seq_number , no ACL configured
7,713224,Static Crypto Map Check by-passed: Crypto map entry incomplete!
7,713225,[IKEv1], Static Crypto Map check, map map_name , seq = sequence_number is a successful match
3,713226,Connection failed with peer IP_address , no trust-point defined in tunnel-group tunnel_group
3,713227,Rejecting new IPsec SA negotiation for peer Peer_address . A negotiation was already in progress for local Proxy Local_address /Local_netmask , remote Proxy Remote_address /Remote_netmask
6,713228,Group = group , Username = uname , IP = remote_IP_address Assigned private IP address assigned_private_IP to remote user
5,713229,Auto Update - Notification to client client_ip of update string: message_string .
3,713230,Internal Error, ike_lock trying to lock bit that is already locked for type type
3,713231,Internal Error, ike_lock trying to unlock bit that is not locked for type type
3,713232,SA lock refCnt = value , bitmask = hexvalue , p1_decrypt_cb = value , qm_decrypt_cb = value , qm_hash_cb = value , qm_spi_ok_cb = value , qm_dh_cb = value , qm_secret_key_cb = value , qm_encrypt_cb = value
7,713233,(VPN-unit ) Remote network (remote network ) validated for network extension mode.
7,713234,(VPN-unit) Remote network (remote network ) from network extension mode client mismatches AAA configuration (aaa network ).
6,713235,Attempt to send an IKE packet from standby unit. Dropping the packet!
7,713236,IKE_DECODE tx/rx Message (msgid=msgid) with payloads:payload1 (payload1_len) + payload2 (payload2_len)...total length: tlen
5,713237,ACL update (access_list ) received during re-key re-authentication will not be applied to the tunnel.
3,713238,Invalid source proxy address: 0.0.0.0! Check private address on remote client
4,713239,IP_Address : Tunnel Rejected: The maximum tunnel count allowed has been reached
4,713240,Received DH key with bad length: received length=rlength expected length=elength
4,713241,IE Browser Proxy Method setting_number is Invalid
4,713242,Remote user is authenticated using Hybrid Authentication. Not starting IKE rekey.
4,713243,META-DATA Unable to find the requested certificate
4,713244,META-DATA Received Legacy Authentication Method(LAM) type type is different from the last type received type .
4,713245,META-DATA Unknown Legacy Authentication Method(LAM) type type received.
4,713246,META-DATA Unknown Legacy Authentication Method(LAM) attribute type type received.
4,713247,META-DATA Unexpected error: in Next Card Code mode while not doing SDI.
5,713248,META-DATA Rekey initiation is being disabled during CRACK authentication.
4,713249,META-DATA Received unsupported authentication results: result
5,713250,META-DATA Received unknown Internal Address attribute: attribute
4,713251,META-DATA Received authentication failure message
5,713252,Group = group , Username = user , IP = ip , Integrity Firewall Server is not available. VPN Tunnel creation rejected for client.
5,713253,Group = group , Username = user , IP = ip , Integrity Firewall Server is not available. Entering ALLOW mode. VPN Tunnel created for client.
3,713254,Group = groupname , Username = username , IP = peerip , Invalid IPsec/UDP port = portnum , valid range is minport - maxport , except port 4500, which is reserved for IPsec/NAT-T
4,713255,IP = peer-IP , Received ISAKMP Aggressive Mode message 1 with unknown tunnel group name group-name
6,713256,IP = peer-IP , Sending spoofed ISAKMP Aggressive Mode message 2 due to receipt of unknown tunnel group. Aborting connection.
5,713257,Phase var1 failure: Mismatched attribute types for class var2 : Rcv'd: var3 Cfg'd: var4
3,713258,IP = var1 , Attempting to establish a phase2 tunnel on var2 interface but phase1 tunnel is on var3 interface. Tearing down old phase1 tunnel due to a potential routing change.
5,713259,Group = groupname , Username = username , IP = peerIP , Session is being torn down. Reason: reason
3,713260,Output interface %d to peer was not found
3,713261,IPV6 address on output interface %d was not found
3,713262,Rejecting new IPSec SA negotiation for peer Peer_address . A negotiation was already in progress for local Proxy Local_address /Local_prefix_len , remote Proxy Remote_address /Remote_prefix_len
7,713263,Received local IP Proxy Subnet data in ID Payload: Address IP_address , Mask /prefix_len , Protocol protocol , Port port
7,713264,Received local IP Proxy Subnet data in ID Payload: Address IP_address , Mask/prefix_len , Protocol protocol , Port port {“Received remote IP Proxy Subnet data in ID Payload: Address %a , Mask/%d , Protocol %u , Port %u ”}
6,713265,Adding static route for L2L peer coming in on a dynamic map. address: IP_address , mask: /prefix_len
3,713266,Could not add route for L2L peer coming in on a dynamic map. address: IP_address , mask: /prefix_len
6,713267,Deleting static route for L2L peer that came in on a dynamic map. address: IP_address , mask: /prefix_len
3,713268,Could not delete route for L2L peer that came in on a dynamic map. address: IP_address , mask: /prefix_len
6,713269,Detected Hardware Client in network extension mode, adding static route for address: IP_address , mask: /prefix_len
3,713270,Could not add route for Hardware Client in network extension mode, address: IP_address , mask: /prefix_len
6,713271,Terminating tunnel to Hardware Client in network extension mode, deleting static route for address: IP_address , mask:/prefix_len
3,713272,Terminating tunnel to Hardware Client in network extension mode, unable to delete static route for address: IP_address , mask: /prefix_len
7,713273,Deleting static route for client address: IP_Address IP_Address address of client whose route is being removed
3,713274,Could not delete static route for client address: IP_Address IP_Address address of client whose route is being removed
3,713275,IKEv1 Unsupported certificate keytype %s found at trustpoint %s
3,713276,Dropping new negotiation - IKEv1 in-negotiation context limit of %u reached
1,713900,Descriptive_event_string.
2,713901,Descriptive_event_string .
3,713902,Descriptive_event_string.
4,713903,IKE error message reason reason.
5,713904,Descriptive_event_string .
6,713905,Descriptive_event_string.
7,713906,Descriptive_event_string .
7,714001,description_of_event_or_packet
7,714002,IKE Initiator starting QM: msg id = message_number
7,714003,IKE Responder starting QM: msg id = message_number
7,714004,IKE Initiator sending 1st QM pkt: msg id = message_number
7,714005,IKE Responder sending 2nd QM pkt: msg id = message_number
7,714006,IKE Initiator sending 3rd QM pkt: msg id = message_number
7,714007,IKE Initiator sending Initial Contact
7,714011,Description of received ID values7,715001,Descriptive statement
7,715004,subroutine name () Q Send failure: RetCode (return_code )
7,715005,subroutine name() Bad message code: Code (message_code )
7,715006,IKE got SPI from key engine: SPI = SPI_value
7,715007,IKE got a KEY_ADD msg for SA: SPI = SPI_value
7,715008,Could not delete SA SA_address, refCnt = number , caller = calling_subroutine_address
7,715009,IKE Deleting SA: Remote Proxy IP_address , Local Proxy IP_address
7,715013,Tunnel negotiation in progress for destination IP_address , discarding data
7,715018,IP Range type id was loaded: Direction %s,  From: %a, Through: %a
7,715019,Group group Username username IP ip IKEGetUserAttributes: Attribute name = name
7,715020,construct_cfg_set: Attribute name = name
7,715021,Delay Quick Mode processing, Cert/Trans Exch/RM DSID in progress
7,715022,Resume Quick Mode processing, Cert/Trans Exch/RM DSID completed
7,715027,IPsec SA Proposal # chosen_proposal , Transform # chosen_transform acceptable Matches global IPsec SA entry # crypto_map_index
7,715028,IKE SA Proposal # 1, Transform # chosen_transform acceptable Matches global IKE entry # crypto_map_index
7,715031,Obtained IP addr (%s) prior to initiating Mode Cfg (XAuth %s)
7,715032,Sending subnet mask (%s) to remote client
7,715033,Processing CONNECTED notify (MsgId message_number )
7,715034,action IOS keep alive payload: proposal=time 1 /time 2 sec.
7,715035,Starting IOS keepalive monitor: seconds sec.
7,715036,Sending keep-alive of type notify_type (seq number number )
7,715037,Unknown IOS Vendor ID version: major.minor.variance
7,715038,action Spoofing_information Vendor ID payload (version: major.minor.variance , capabilities: value )
7,715039,Unexpected cleanup of tunnel table entry during SA delete.
7,715040,Deleting active auth handle during SA deletion: handle = internal_authentication_handle
7,715041,Received keep-alive of type keepalive_type , not the negotiated type
7,715042,IKE received response of type failure_type to a request from the IP_address utility
7,715044,Ignoring Keepalive payload from vendor not support KeepAlive capability
7,715045,ERROR: malformed Keepalive payload
7,715046,Group = groupname , Username = username , IP = IP_address , constructing payload_description payload
7,715047,processing payload_description payload
7,715048,Send VID_type VID
7,715049,Received VID_type VID
7,715050,Claims to be IOS but failed authentication
7,715051,Received unexpected TLV type TLV_type while processing FWTYPE ModeCfg Reply
7,715052,Old P1 SA is being deleted but new SA is DEAD, cannot transition centries
7,715053,MODE_CFG: Received request for attribute_info !
7,715054,MODE_CFG: Received attribute_name reply: value
7,715055,Send attribute_name
7,715056,Client is configured for TCP_transparency
7,715057,Auto-detected a NAT device with NAT-Traversal. Ignoring IPsec-over-UDP configuration.
7,715058,NAT-Discovery payloads missing. Aborting NAT-Traversal.
7,715059,Proposing/Selecting only UDP-Encapsulated-Tunnel and UDP-Encapsulated-Transport modes defined by NAT-Traversal
7,715060,Dropped received IKE fragment. Reason: reason
7,715061,Rcv'd fragment from a new fragmentation set. Deleting any old fragments.
7,715062,Error assembling fragments! Fragment numbers are non-continuous.
7,715063,Successfully assembled an encrypted pkt from rcv'd fragments!
7,715064,-- IKE Peer included IKE fragmentation capability flags: Main Mode: true /false Aggressive Mode: true /false
7,715065,IKE state_machine subtype FSM error history (struct data_structure_address ) state , event : state /event pairs
7,715066,Can't load an IPsec SA! The corresponding IKE SA contains an invalid logical ID.
7,715067,QM IsRekeyed: existing sa from different peer, rejecting new sa
7,715068,QM IsRekeyed: duplicate sa found by address , deleting old sa
7,715069,Invalid ESP SPI size of SPI_size
7,715070,Invalid IPComp SPI size of SPI_size
7,715071,AH proposal not supported
7,715072,Received proposal with unknown protocol ID protocol_ID
7,715074,Could not retrieve authentication attributes for peer IP_address
7,715075,Group = group_name , IP = IP_address Received keep-alive of type message_type (seq number number )
7,715076,Computing hash for ISAKMP
7,715077,Pitcher: msg string , spi spi
7,715078,Received %s LAM attribute
7,715079,INTERNAL_ADDRESS: Received request for %s
7,715080,VPN: Starting P2 rekey timer: 28800 seconds.
6,716001,Group group User user IP ip WebVPN session started.
6,716002,Group GroupPolicy User username IP ip WebVPN session terminated: User requested.
6,716003,Group group User user IP ip WebVPN access “GRANTED: url ”
6,716004,Group group User user WebVPN access DENIED to specified location: url
6,716005,Group group User user WebVPN ACL Parse Error: reason
6,716006,Group name User user WebVPN session terminated. Idle timeout.
4,716007,Group group User user WebVPN Unable to create session.
7,716008,WebVPN ACL: action
6,716009,Group group User user WebVPN session not allowed. WebVPN ACL parse error.
7,716010,Group group User user Browse network.
7,716011,Group group User user Browse domain domain .
7,716012,Group group User user Browse directory directory .
7,716013,Group group User user Close file filename .
7,716014,Group group User user View file filename .
7,716015,Group group User user Remove file filename .
7,716016,Group group User user Rename file old_filename to new_filename .
7,716017,Group group User user Modify file filename .
7,716018,Group group User user Create file filename .
7,716019,Group group User user Create directory directory .
7,716020,Group group User user Remove directory directory .
7,716021,File access DENIED, filename .
4,716022,Unable to connect to proxy server reason .
4,716023,Group name User user Session could not be established: session limit of maximum_sessions reached.
7,716024,Group name User user Unable to browse the network.Error: description
7,716025,Group name User user Unable to browse domain domain . Error: description
7,716026,Group name User user Unable to browse directory directory . Error: description
7,716027,Group name User user Unable to view file filename . Error: description
7,716028,Group name User user Unable to remove file filename . Error: description
